port_fact_sk,date_key,geo_sk,event_sk,avg_wait_days,vessels_anchor,utilization_pct,congestion_level,load_timestamp
1070,20210705,13,,40.4,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
1071,20210712,13,,82.9,48,99.0,Critical,Wed May 13 12:51:38 EET 2026
1072,20210719,13,,69.4,48,99.0,Critical,Wed May 13 12:51:38 EET 2026
1073,20210726,13,,47.9,38,99.0,Critical,Wed May 13 12:51:38 EET 2026
1074,20210802,13,,89.2,80,99.0,Critical,Wed May 13 12:51:38 EET 2026
1075,20210809,13,,80.5,56,99.0,Critical,Wed May 13 12:51:38 EET 2026
1076,20210816,13,,51.2,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
1077,20210823,13,,49.8,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
1078,20210830,13,,66.1,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
1079,20210906,13,,27.3,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
1080,20210913,13,,80.3,54,99.0,Critical,Wed May 13 12:51:38 EET 2026
1081,20210920,13,,30.0,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
1082,20210927,13,,19.3,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1083,20211004,13,,34.4,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
1084,20211011,13,,35.8,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
1085,20211018,13,,32.9,24,99.0,Critical,Wed May 13 12:51:38 EET 2026
1086,20211025,13,,44.1,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
1087,20211101,13,,63.4,38,99.0,Critical,Wed May 13 12:51:38 EET 2026
1088,20211108,13,,80.0,96,99.0,Critical,Wed May 13 12:51:38 EET 2026
1089,20211115,13,,66.2,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
1090,20211122,13,,52.6,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
1091,20211129,13,,42.4,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1092,20211206,13,,31.5,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
1093,20211213,13,,60.6,46,99.0,Critical,Wed May 13 12:51:38 EET 2026
1094,20211220,13,,69.6,50,99.0,Critical,Wed May 13 12:51:38 EET 2026
1095,20211227,13,,17.5,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1096,20220103,13,,53.2,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1097,20220110,13,,23.6,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
1098,20220117,13,,40.3,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
1099,20220124,13,,32.8,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
1100,20220131,13,,24.9,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
1101,20220207,13,,32.0,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
1102,20220214,13,,30.9,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
1103,20220221,13,,19.7,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
1104,20220228,13,,39.6,31,99.0,Critical,Wed May 13 12:51:38 EET 2026
1105,20220307,13,,22.9,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1106,20220314,13,,23.5,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
1107,20220321,13,,19.6,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
1108,20220328,13,,29.0,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
1109,20220404,13,,29.8,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
1110,20220411,13,,33.6,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
1111,20220418,13,,47.8,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
1112,20220425,13,,31.8,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1113,20220502,13,,30.3,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
1114,20220509,13,,22.2,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
1115,20220516,13,,27.5,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1116,20220523,13,,33.8,31,99.0,Critical,Wed May 13 12:51:38 EET 2026
1117,20220530,13,,32.9,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
1118,20220606,13,,23.9,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
1119,20220613,13,,32.1,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
1120,20220620,13,,27.3,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
1121,20220627,13,,22.2,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
1122,20220704,13,,14.2,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
1123,20220711,13,,12.7,4,95.0,Congested,Wed May 13 12:51:38 EET 2026
1124,20220718,13,,13.6,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
1125,20220725,13,,8.9,6,67.6,Busy,Wed May 13 12:51:38 EET 2026
1126,20220801,13,,10.3,6,85.6,Congested,Wed May 13 12:51:38 EET 2026
1127,20220808,13,,12.8,9,92.5,Congested,Wed May 13 12:51:38 EET 2026
1128,20220815,13,,24.9,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1129,20220822,13,,12.6,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
1130,20220829,13,,10.7,4,85.9,Congested,Wed May 13 12:51:38 EET 2026
1131,20220905,13,,8.9,8,67.2,Busy,Wed May 13 12:51:38 EET 2026
1132,20220912,13,,12.2,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1133,20220919,13,,9.2,1,70.4,Busy,Wed May 13 12:51:38 EET 2026
1134,20220926,13,,8.8,6,64.1,Busy,Wed May 13 12:51:38 EET 2026
1135,20221003,13,,21.3,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
1136,20221010,13,,15.8,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1137,20221017,13,,12.0,5,97.5,Critical,Wed May 13 12:51:38 EET 2026
1138,20221024,13,,20.8,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
1139,20221031,13,,13.5,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1140,20221107,13,,19.6,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
1141,20221114,13,,11.1,2,82.0,Congested,Wed May 13 12:51:38 EET 2026
1142,20221121,13,,14.4,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1143,20221128,13,,17.9,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1144,20221205,13,,7.6,5,58.1,Normal,Wed May 13 12:51:38 EET 2026
1145,20221212,13,,8.8,6,68.0,Busy,Wed May 13 12:51:38 EET 2026
1146,20221219,13,,9.6,6,77.5,Busy,Wed May 13 12:51:38 EET 2026
1147,20221226,13,,17.4,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1148,20230102,13,,19.5,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1149,20230109,13,,14.7,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1150,20230116,13,,12.3,8,95.4,Critical,Wed May 13 12:51:38 EET 2026
1151,20230123,13,,15.7,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1152,20230130,13,,10.0,9,84.0,Congested,Wed May 13 12:51:38 EET 2026
1153,20230206,13,,12.3,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1154,20230213,13,,11.5,11,89.7,Congested,Wed May 13 12:51:38 EET 2026
1155,20230220,13,,9.5,5,82.5,Congested,Wed May 13 12:51:38 EET 2026
1156,20230227,13,,12.6,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
1157,20230306,13,,13.2,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
1158,20230313,13,,13.4,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
1159,20230320,13,,10.2,0,77.3,Busy,Wed May 13 12:51:38 EET 2026
1160,20230327,13,,11.6,7,88.6,Congested,Wed May 13 12:51:38 EET 2026
1161,20230403,13,,11.3,5,95.6,Critical,Wed May 13 12:51:38 EET 2026
1162,20230410,13,,14.9,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
1163,20230417,13,,17.6,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
1164,20230424,13,,12.1,9,91.0,Congested,Wed May 13 12:51:38 EET 2026
1165,20230501,13,,12.2,7,93.7,Congested,Wed May 13 12:51:38 EET 2026
1166,20230508,13,,10.3,5,80.7,Congested,Wed May 13 12:51:38 EET 2026
1167,20230515,13,,13.3,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1168,20230522,13,,10.5,11,86.1,Congested,Wed May 13 12:51:38 EET 2026
1169,20230529,13,,18.1,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1170,20230605,13,,9.6,4,75.4,Busy,Wed May 13 12:51:38 EET 2026
1171,20230612,13,,10.2,6,79.3,Busy,Wed May 13 12:51:38 EET 2026
1172,20230619,13,,11.9,10,92.0,Congested,Wed May 13 12:51:38 EET 2026
1173,20230626,13,,11.1,7,86.2,Congested,Wed May 13 12:51:38 EET 2026
1174,20230703,13,,15.8,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1175,20230710,13,,18.6,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
1176,20230717,13,,9.8,3,76.3,Busy,Wed May 13 12:51:38 EET 2026
1177,20230724,13,,20.4,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
1178,20230731,13,,9.8,8,76.5,Busy,Wed May 13 12:51:38 EET 2026
1179,20230807,13,,15.2,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1180,20230814,13,,17.7,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
1181,20230821,13,,13.0,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
1182,20230828,13,,12.0,5,93.7,Congested,Wed May 13 12:51:38 EET 2026
1183,20230904,13,,12.7,8,97.9,Critical,Wed May 13 12:51:38 EET 2026
1184,20230911,13,,14.1,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1185,20230918,13,,17.3,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
1186,20230925,13,,17.1,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
1187,20231002,13,,10.0,2,72.1,Busy,Wed May 13 12:51:38 EET 2026
1188,20231009,13,,19.0,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1189,20231016,13,,16.3,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
1190,20231023,13,,24.2,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
1191,20231030,13,,23.0,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
1192,20231106,13,,12.2,5,89.6,Congested,Wed May 13 12:51:38 EET 2026
1193,20231113,13,,9.5,4,78.0,Busy,Wed May 13 12:51:38 EET 2026
1194,20231120,13,,10.6,1,81.5,Congested,Wed May 13 12:51:38 EET 2026
1195,20231127,13,,14.2,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
1196,20231204,13,,14.2,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
1197,20231211,13,,11.8,5,91.5,Congested,Wed May 13 12:51:38 EET 2026
1198,20231218,13,,8.1,2,64.9,Busy,Wed May 13 12:51:38 EET 2026
1199,20231225,13,,18.2,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
1200,20240101,13,,16.4,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
1201,20240108,13,,16.1,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1202,20240115,13,,15.8,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1203,20240122,13,,20.8,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
1204,20240129,13,,14.6,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
1205,20240205,13,,17.7,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
1206,20240212,13,,12.6,10,90.5,Congested,Wed May 13 12:51:38 EET 2026
1207,20240219,13,,15.4,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
1208,20240226,13,,11.7,4,86.7,Congested,Wed May 13 12:51:38 EET 2026
1209,20240304,13,,14.9,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
1210,20240311,13,,10.0,3,79.1,Busy,Wed May 13 12:51:38 EET 2026
1211,20240318,13,,13.6,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
1212,20240325,13,,10.4,5,83.0,Congested,Wed May 13 12:51:38 EET 2026
1213,20240401,13,,10.8,3,83.4,Congested,Wed May 13 12:51:38 EET 2026
1214,20240408,13,,16.1,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
1215,20240415,13,,12.9,1,98.3,Critical,Wed May 13 12:51:38 EET 2026
1216,20240422,13,,12.2,6,92.8,Congested,Wed May 13 12:51:38 EET 2026
1217,20240429,13,,15.3,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
1218,20240506,13,,18.3,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1219,20240513,13,,19.6,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
1220,20240520,13,,15.3,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1221,20240527,13,,12.2,4,90.3,Congested,Wed May 13 12:51:38 EET 2026
1222,20240603,13,,11.0,8,80.6,Congested,Wed May 13 12:51:38 EET 2026
1223,20240610,13,,18.0,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1224,20240617,13,,14.0,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
1225,20240624,13,,17.3,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
1226,20240701,13,,22.1,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
1227,20240708,13,,11.7,10,91.3,Congested,Wed May 13 12:51:38 EET 2026
1228,20240715,13,,11.4,7,87.6,Congested,Wed May 13 12:51:38 EET 2026
1229,20240722,13,,15.1,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
1230,20240729,13,,15.0,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
1231,20240805,13,,13.7,10,97.5,Critical,Wed May 13 12:51:38 EET 2026
1232,20240812,13,,12.4,3,98.2,Critical,Wed May 13 12:51:38 EET 2026
1233,20240819,13,,17.5,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
1234,20240826,13,,13.2,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
1235,20240902,13,,13.4,3,97.4,Critical,Wed May 13 12:51:38 EET 2026
1236,20240909,13,,11.8,6,96.8,Critical,Wed May 13 12:51:38 EET 2026
1237,20240916,13,,13.3,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1238,20240923,13,,9.7,6,79.6,Busy,Wed May 13 12:51:38 EET 2026
1239,20240930,13,,13.0,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1240,20241007,13,,15.5,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
1241,20241014,13,,14.1,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
1242,20241021,13,,10.1,4,73.5,Busy,Wed May 13 12:51:38 EET 2026
1243,20241028,13,,14.1,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
1244,20241104,13,,15.4,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1245,20241111,13,,11.8,5,92.6,Congested,Wed May 13 12:51:38 EET 2026
1246,20241118,13,,12.1,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1247,20241125,13,,11.7,15,93.3,Congested,Wed May 13 12:51:38 EET 2026
1248,20241202,13,,16.7,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
1249,20241209,13,,12.1,10,96.6,Critical,Wed May 13 12:51:38 EET 2026
1250,20241216,13,,15.0,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1251,20241223,13,,14.0,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
1252,20241230,13,,14.4,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1253,20190107,14,20,9.3,3,82.0,Congested,Wed May 13 12:51:38 EET 2026
1254,20190114,14,20,10.1,6,88.3,Congested,Wed May 13 12:51:38 EET 2026
1255,20190121,14,20,11.8,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1256,20190128,14,20,8.4,7,78.0,Busy,Wed May 13 12:51:38 EET 2026
1257,20190204,14,20,8.9,5,77.0,Busy,Wed May 13 12:51:38 EET 2026
1258,20190211,14,20,9.5,3,83.1,Congested,Wed May 13 12:51:38 EET 2026
1259,20190218,14,20,9.9,3,88.2,Congested,Wed May 13 12:51:38 EET 2026
1260,20190225,14,20,8.3,3,67.3,Busy,Wed May 13 12:51:38 EET 2026
1261,20190304,14,20,7.8,2,72.5,Busy,Wed May 13 12:51:38 EET 2026
1262,20190311,14,20,8.7,2,79.2,Busy,Wed May 13 12:51:38 EET 2026
1263,20190318,14,20,10.1,6,87.4,Congested,Wed May 13 12:51:38 EET 2026
1264,20190325,14,20,8.0,6,72.1,Busy,Wed May 13 12:51:38 EET 2026
1265,20190401,14,20,9.1,3,74.0,Busy,Wed May 13 12:51:38 EET 2026
1266,20190408,14,20,8.5,2,67.4,Busy,Wed May 13 12:51:38 EET 2026
1267,20190415,14,20,8.5,4,70.3,Busy,Wed May 13 12:51:38 EET 2026
1268,20190422,14,20,8.9,5,76.5,Busy,Wed May 13 12:51:38 EET 2026
1269,20190429,14,20,9.2,1,81.5,Congested,Wed May 13 12:51:38 EET 2026
1270,20190506,14,20,10.3,4,93.8,Congested,Wed May 13 12:51:38 EET 2026
1271,20190513,14,20,8.1,4,75.1,Busy,Wed May 13 12:51:38 EET 2026
1272,20190520,14,20,9.1,8,77.3,Busy,Wed May 13 12:51:38 EET 2026
1273,20190527,14,20,7.8,4,58.4,Normal,Wed May 13 12:51:38 EET 2026
1274,20190603,14,20,9.7,1,85.4,Congested,Wed May 13 12:51:38 EET 2026
1275,20190610,14,20,8.3,2,70.5,Busy,Wed May 13 12:51:38 EET 2026
1276,20190617,14,20,8.9,4,75.6,Busy,Wed May 13 12:51:38 EET 2026
1277,20190624,14,20,8.1,6,65.9,Busy,Wed May 13 12:51:38 EET 2026
1278,20190701,14,20,10.7,8,91.5,Congested,Wed May 13 12:51:38 EET 2026
1279,20190708,14,20,9.6,3,85.6,Congested,Wed May 13 12:51:38 EET 2026
1280,20190715,14,20,9.7,6,86.4,Congested,Wed May 13 12:51:38 EET 2026
1281,20190722,14,20,9.6,2,81.2,Congested,Wed May 13 12:51:38 EET 2026
1282,20190729,14,20,8.7,2,79.7,Busy,Wed May 13 12:51:38 EET 2026
1283,20190805,14,20,8.4,6,73.1,Busy,Wed May 13 12:51:38 EET 2026
1284,20190812,14,20,9.8,3,90.8,Congested,Wed May 13 12:51:38 EET 2026
1285,20190819,14,20,10.5,9,87.9,Congested,Wed May 13 12:51:38 EET 2026
1286,20190826,14,20,9.5,2,83.8,Congested,Wed May 13 12:51:38 EET 2026
1287,20190902,14,20,8.7,4,75.5,Busy,Wed May 13 12:51:38 EET 2026
1288,20190909,14,20,8.2,2,70.8,Busy,Wed May 13 12:51:38 EET 2026
1289,20190916,14,20,8.4,4,65.8,Busy,Wed May 13 12:51:38 EET 2026
1290,20190923,14,20,8.6,2,81.3,Congested,Wed May 13 12:51:38 EET 2026
1291,20190930,14,20,9.2,3,80.0,Busy,Wed May 13 12:51:38 EET 2026
1292,20191007,14,20,8.8,2,74.9,Busy,Wed May 13 12:51:38 EET 2026
1293,20191014,14,20,7.6,6,69.2,Busy,Wed May 13 12:51:38 EET 2026
1294,20191021,14,20,11.1,7,94.2,Congested,Wed May 13 12:51:38 EET 2026
1295,20191028,14,20,10.7,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1296,20191104,14,20,12.1,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1297,20191111,14,20,7.7,2,62.8,Busy,Wed May 13 12:51:38 EET 2026
1298,20191118,14,20,9.9,4,86.4,Congested,Wed May 13 12:51:38 EET 2026
1299,20191125,14,20,6.8,5,57.6,Normal,Wed May 13 12:51:38 EET 2026
1300,20191202,14,20,9.9,8,85.2,Congested,Wed May 13 12:51:38 EET 2026
1301,20191209,14,20,9.1,4,74.5,Busy,Wed May 13 12:51:38 EET 2026
1302,20191216,14,20,8.5,1,76.6,Busy,Wed May 13 12:51:38 EET 2026
1303,20191223,14,20,8.5,3,78.3,Busy,Wed May 13 12:51:38 EET 2026
1304,20191230,14,20,9.1,3,80.8,Congested,Wed May 13 12:51:38 EET 2026
1305,20200106,14,25,9.9,6,88.4,Congested,Wed May 13 12:51:38 EET 2026
1306,20200113,14,25,7.9,3,65.5,Busy,Wed May 13 12:51:38 EET 2026
1307,20200120,14,25,6.8,1,57.9,Normal,Wed May 13 12:51:38 EET 2026
1308,20200127,14,25,8.0,4,67.5,Busy,Wed May 13 12:51:38 EET 2026
1309,20200203,14,25,8.8,5,76.9,Busy,Wed May 13 12:51:38 EET 2026
1310,20200210,14,25,8.9,1,76.5,Busy,Wed May 13 12:51:38 EET 2026
1311,20200217,14,25,9.5,1,82.7,Congested,Wed May 13 12:51:38 EET 2026
1312,20200224,14,25,10.3,3,89.4,Congested,Wed May 13 12:51:38 EET 2026
1313,20200302,14,25,11.4,1,94.7,Congested,Wed May 13 12:51:38 EET 2026
1314,20200309,14,25,8.6,0,72.5,Busy,Wed May 13 12:51:38 EET 2026
1315,20200316,14,25,9.3,6,77.2,Busy,Wed May 13 12:51:38 EET 2026
1316,20200323,14,25,10.3,0,84.3,Congested,Wed May 13 12:51:38 EET 2026
1317,20200330,14,25,8.0,3,64.6,Busy,Wed May 13 12:51:38 EET 2026
1318,20200406,14,25,19.2,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
1319,20200413,14,25,13.0,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
1320,20200420,14,25,27.4,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
1321,20200427,14,25,25.1,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1322,20200504,14,25,20.7,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
1323,20200511,14,25,17.6,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
1324,20200518,14,25,27.8,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
1325,20200525,14,25,20.1,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1326,20200601,14,25,12.6,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1327,20200608,14,25,16.9,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
1328,20200615,14,25,19.1,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
1329,20200622,14,25,22.9,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
1330,20200629,14,25,25.4,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
1331,20200706,14,25,16.6,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
1332,20200713,14,25,21.1,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1333,20200720,14,25,19.3,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
1334,20200727,14,25,22.2,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
1335,20200803,14,25,19.1,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
1336,20200810,14,25,11.5,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
1337,20200817,14,25,21.4,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1338,20200824,14,25,10.4,3,90.3,Congested,Wed May 13 12:51:38 EET 2026
1339,20200831,14,25,16.1,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1340,20200907,14,25,15.9,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
1341,20200914,14,25,21.0,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
1342,20200921,14,25,19.0,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
1343,20200928,14,25,22.4,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
1344,20201005,14,25,31.3,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
1345,20201012,14,25,33.5,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
1346,20201019,14,25,31.9,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
1347,20201026,14,25,22.1,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
1348,20201102,14,25,17.8,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
1349,20201109,14,25,32.3,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
1350,20201116,14,25,23.1,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
1351,20201123,14,25,24.5,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
1352,20201130,14,25,31.7,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
1353,20201207,14,25,16.7,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
1354,20201214,14,25,12.9,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
1355,20201221,14,25,23.7,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1356,20201228,14,25,22.9,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
1357,20210104,14,,40.0,33,99.0,Critical,Wed May 13 12:51:38 EET 2026
1358,20210111,14,,58.7,39,99.0,Critical,Wed May 13 12:51:38 EET 2026
1359,20210118,14,,33.6,22,99.0,Critical,Wed May 13 12:51:38 EET 2026
1360,20210125,14,,88.9,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
1361,20210201,14,,34.1,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
1362,20210208,14,,26.2,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
1363,20210215,14,,22.3,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
1364,20210222,14,,54.4,24,99.0,Critical,Wed May 13 12:51:38 EET 2026
1365,20210301,14,27,40.1,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
1366,20210308,14,27,32.7,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
1367,20210315,14,27,56.3,24,99.0,Critical,Wed May 13 12:51:38 EET 2026
1368,20210322,14,27,36.3,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
1369,20210329,14,27,40.4,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
1370,20210405,14,,35.7,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
1371,20210412,14,,33.3,24,99.0,Critical,Wed May 13 12:51:38 EET 2026
1372,20210419,14,,52.6,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
1373,20210426,14,,56.9,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
1374,20210503,14,,65.9,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1375,20210510,14,,19.0,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1376,20210517,14,,39.3,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
1377,20210524,14,,34.2,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
1378,20210531,14,,57.8,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
1379,20210607,14,,62.0,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
1380,20210614,14,,95.0,52,99.0,Critical,Wed May 13 12:51:38 EET 2026
1381,20210621,14,,31.7,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
1382,20210628,14,,31.4,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
1383,20210705,14,,49.9,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
1384,20210712,14,,22.0,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
1385,20210719,14,,29.4,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
1386,20210726,14,,54.3,38,99.0,Critical,Wed May 13 12:51:38 EET 2026
1387,20210802,14,,64.6,24,99.0,Critical,Wed May 13 12:51:38 EET 2026
1388,20210809,14,,36.9,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
1389,20210816,14,,34.2,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
1390,20210823,14,,28.1,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
