trade_fact_sk,date_key,exporter_geo_sk,importer_geo_sk,era_sk,trade_category_sk,trade_value_bn_usd,yoy_growth_pct,effective_tariff_rate_pct,trade_active,supply_chain_integrated,concentration_risk
1012,20220101,6,8,4,21,124.32,-2.48,2.5,1,1,0.356
1013,20220101,6,8,4,23,124.32,-2.48,2.5,1,1,0.356
1014,20220101,6,8,4,24,124.32,-2.48,2.5,1,1,0.356
1015,20220101,6,8,4,30,124.32,-2.48,2.5,1,1,0.356
1016,20220101,6,8,4,34,124.32,-2.48,2.5,1,1,0.356
1017,20220101,6,8,4,35,124.32,-2.48,2.5,1,1,0.356
1018,20220101,6,8,4,39,124.32,-2.48,2.5,1,1,0.356
1019,20220101,6,8,4,46,124.32,-2.48,2.5,1,1,0.356
1020,20220101,6,8,4,47,124.32,-2.48,2.5,1,1,0.356
1021,20230101,6,8,5,6,122.4,-1.54,2.5,1,1,0.23
1022,20230101,6,8,5,7,122.4,-1.54,2.5,1,1,0.23
1023,20230101,6,8,5,8,122.4,-1.54,2.5,1,1,0.23
1024,20230101,6,8,5,9,122.4,-1.54,2.5,1,1,0.23
1025,20230101,6,8,5,14,122.4,-1.54,2.5,1,1,0.23
1026,20230101,6,8,5,20,122.4,-1.54,2.5,1,1,0.23
1027,20230101,6,8,5,21,122.4,-1.54,2.5,1,1,0.23
1028,20230101,6,8,5,23,122.4,-1.54,2.5,1,1,0.23
1029,20230101,6,8,5,24,122.4,-1.54,2.5,1,1,0.23
1030,20230101,6,8,5,30,122.4,-1.54,2.5,1,1,0.23
1031,20230101,6,8,5,34,122.4,-1.54,2.5,1,1,0.23
1032,20230101,6,8,5,35,122.4,-1.54,2.5,1,1,0.23
1033,20230101,6,8,5,39,122.4,-1.54,2.5,1,1,0.23
1034,20230101,6,8,5,46,122.4,-1.54,2.5,1,1,0.23
1035,20230101,6,8,5,47,122.4,-1.54,2.5,1,1,0.23
1036,20240101,6,8,5,6,120.89,-1.23,2.5,1,1,0.232
1037,20240101,6,8,5,7,120.89,-1.23,2.5,1,1,0.232
1038,20240101,6,8,5,8,120.89,-1.23,2.5,1,1,0.232
1039,20240101,6,8,5,9,120.89,-1.23,2.5,1,1,0.232
1040,20240101,6,8,5,14,120.89,-1.23,2.5,1,1,0.232
1041,20240101,6,8,5,20,120.89,-1.23,2.5,1,1,0.232
1042,20240101,6,8,5,21,120.89,-1.23,2.5,1,1,0.232
1043,20240101,6,8,5,23,120.89,-1.23,2.5,1,1,0.232
1044,20240101,6,8,5,24,120.89,-1.23,2.5,1,1,0.232
1045,20240101,6,8,5,30,120.89,-1.23,2.5,1,1,0.232
1046,20240101,6,8,5,34,120.89,-1.23,2.5,1,1,0.232
1047,20240101,6,8,5,35,120.89,-1.23,2.5,1,1,0.232
1048,20240101,6,8,5,39,120.89,-1.23,2.5,1,1,0.232
1049,20240101,6,8,5,46,120.89,-1.23,2.5,1,1,0.232
1050,20240101,6,8,5,47,120.89,-1.23,2.5,1,1,0.232
1051,20000101,6,15,1,6,83.98,0.0,2.5,1,1,0.318
1052,20000101,6,15,1,7,83.98,0.0,2.5,1,1,0.318
1053,20000101,6,15,1,8,83.98,0.0,2.5,1,1,0.318
1054,20000101,6,15,1,9,83.98,0.0,2.5,1,1,0.318
1055,20000101,6,15,1,14,83.98,0.0,2.5,1,1,0.318
1056,20000101,6,15,1,20,83.98,0.0,2.5,1,1,0.318
1057,20000101,6,15,1,21,83.98,0.0,2.5,1,1,0.318
1058,20000101,6,15,1,23,83.98,0.0,2.5,1,1,0.318
1059,20000101,6,15,1,24,83.98,0.0,2.5,1,1,0.318
1060,20000101,6,15,1,30,83.98,0.0,2.5,1,1,0.318
1061,20000101,6,15,1,34,83.98,0.0,2.5,1,1,0.318
1062,20000101,6,15,1,35,83.98,0.0,2.5,1,1,0.318
1063,20000101,6,15,1,39,83.98,0.0,2.5,1,1,0.318
1064,20000101,6,15,1,46,83.98,0.0,2.5,1,1,0.318
1065,20000101,6,15,1,47,83.98,0.0,2.5,1,1,0.318
1066,20010101,6,15,1,6,88.19,5.01,2.5,1,1,0.563
1067,20010101,6,15,1,7,88.19,5.01,2.5,1,1,0.563
1068,20010101,6,15,1,8,88.19,5.01,2.5,1,1,0.563
1069,20010101,6,15,1,9,88.19,5.01,2.5,1,1,0.563
1070,20010101,6,15,1,14,88.19,5.01,2.5,1,1,0.563
1071,20010101,6,15,1,20,88.19,5.01,2.5,1,1,0.563
1072,20010101,6,15,1,21,88.19,5.01,2.5,1,1,0.563
1073,20010101,6,15,1,23,88.19,5.01,2.5,1,1,0.563
1074,20010101,6,15,1,24,88.19,5.01,2.5,1,1,0.563
1075,20010101,6,15,1,30,88.19,5.01,2.5,1,1,0.563
1076,20010101,6,15,1,34,88.19,5.01,2.5,1,1,0.563
1077,20010101,6,15,1,35,88.19,5.01,2.5,1,1,0.563
1078,20010101,6,15,1,39,88.19,5.01,2.5,1,1,0.563
1079,20010101,6,15,1,46,88.19,5.01,2.5,1,1,0.563
1080,20010101,6,15,1,47,88.19,5.01,2.5,1,1,0.563
1081,20020101,6,15,1,6,89.55,1.54,2.5,1,1,0.201
1082,20020101,6,15,1,7,89.55,1.54,2.5,1,1,0.201
1083,20020101,6,15,1,8,89.55,1.54,2.5,1,1,0.201
1084,20020101,6,15,1,9,89.55,1.54,2.5,1,1,0.201
1085,20020101,6,15,1,14,89.55,1.54,2.5,1,1,0.201
1086,20020101,6,15,1,20,89.55,1.54,2.5,1,1,0.201
1087,20020101,6,15,1,21,89.55,1.54,2.5,1,1,0.201
1088,20020101,6,15,1,23,89.55,1.54,2.5,1,1,0.201
1089,20020101,6,15,1,24,89.55,1.54,2.5,1,1,0.201
1090,20020101,6,15,1,30,89.55,1.54,2.5,1,1,0.201
1091,20020101,6,15,1,34,89.55,1.54,2.5,1,1,0.201
1092,20020101,6,15,1,35,89.55,1.54,2.5,1,1,0.201
1093,20020101,6,15,1,39,89.55,1.54,2.5,1,1,0.201
1094,20020101,6,15,1,46,89.55,1.54,2.5,1,1,0.201
1095,20020101,6,15,1,47,89.55,1.54,2.5,1,1,0.201
1096,20030101,6,15,1,6,95.13,6.23,2.5,1,1,0.341
1097,20030101,6,15,1,7,95.13,6.23,2.5,1,1,0.341
1098,20030101,6,15,1,8,95.13,6.23,2.5,1,1,0.341
1099,20030101,6,15,1,9,95.13,6.23,2.5,1,1,0.341
1100,20030101,6,15,1,14,95.13,6.23,2.5,1,1,0.341
1101,20030101,6,15,1,20,95.13,6.23,2.5,1,1,0.341
1102,20030101,6,15,1,21,95.13,6.23,2.5,1,1,0.341
1103,20030101,6,15,1,23,95.13,6.23,2.5,1,1,0.341
1104,20030101,6,15,1,24,95.13,6.23,2.5,1,1,0.341
1105,20030101,6,15,1,30,95.13,6.23,2.5,1,1,0.341
1106,20030101,6,15,1,34,95.13,6.23,2.5,1,1,0.341
1107,20030101,6,15,1,35,95.13,6.23,2.5,1,1,0.341
1108,20030101,6,15,1,39,95.13,6.23,2.5,1,1,0.341
1109,20030101,6,15,1,46,95.13,6.23,2.5,1,1,0.341
1110,20030101,6,15,1,47,95.13,6.23,2.5,1,1,0.341
1111,20040101,6,15,1,6,105.47,10.87,2.5,1,1,0.424
1112,20040101,6,15,1,7,105.47,10.87,2.5,1,1,0.424
1113,20040101,6,15,1,8,105.47,10.87,2.5,1,1,0.424
1114,20040101,6,15,1,9,105.47,10.87,2.5,1,1,0.424
1115,20040101,6,15,1,14,105.47,10.87,2.5,1,1,0.424
1116,20040101,6,15,1,20,105.47,10.87,2.5,1,1,0.424
1117,20040101,6,15,1,21,105.47,10.87,2.5,1,1,0.424
1118,20040101,6,15,1,23,105.47,10.87,2.5,1,1,0.424
1119,20040101,6,15,1,24,105.47,10.87,2.5,1,1,0.424
1120,20040101,6,15,1,30,105.47,10.87,2.5,1,1,0.424
1121,20040101,6,15,1,34,105.47,10.87,2.5,1,1,0.424
1122,20040101,6,15,1,35,105.47,10.87,2.5,1,1,0.424
1123,20040101,6,15,1,39,105.47,10.87,2.5,1,1,0.424
1124,20040101,6,15,1,46,105.47,10.87,2.5,1,1,0.424
1125,20040101,6,15,1,47,105.47,10.87,2.5,1,1,0.424
1126,20050101,6,15,1,6,112.66,6.82,2.5,1,1,0.337
1127,20050101,6,15,1,7,112.66,6.82,2.5,1,1,0.337
1128,20050101,6,15,1,8,112.66,6.82,2.5,1,1,0.337
1129,20050101,6,15,1,9,112.66,6.82,2.5,1,1,0.337
1130,20050101,6,15,1,14,112.66,6.82,2.5,1,1,0.337
1131,20050101,6,15,1,20,112.66,6.82,2.5,1,1,0.337
1132,20050101,6,15,1,21,112.66,6.82,2.5,1,1,0.337
1133,20050101,6,15,1,23,112.66,6.82,2.5,1,1,0.337
1134,20050101,6,15,1,24,112.66,6.82,2.5,1,1,0.337
1135,20050101,6,15,1,30,112.66,6.82,2.5,1,1,0.337
1136,20050101,6,15,1,34,112.66,6.82,2.5,1,1,0.337
1137,20050101,6,15,1,35,112.66,6.82,2.5,1,1,0.337
1138,20050101,6,15,1,39,112.66,6.82,2.5,1,1,0.337
1139,20050101,6,15,1,46,112.66,6.82,2.5,1,1,0.337
1140,20050101,6,15,1,47,112.66,6.82,2.5,1,1,0.337
1141,20060101,6,15,1,6,112.12,-0.48,2.5,1,1,0.546
1142,20060101,6,15,1,7,112.12,-0.48,2.5,1,1,0.546
1143,20060101,6,15,1,8,112.12,-0.48,2.5,1,1,0.546
1144,20060101,6,15,1,9,112.12,-0.48,2.5,1,1,0.546
1145,20060101,6,15,1,14,112.12,-0.48,2.5,1,1,0.546
1146,20060101,6,15,1,20,112.12,-0.48,2.5,1,1,0.546
1147,20060101,6,15,1,21,112.12,-0.48,2.5,1,1,0.546
1148,20060101,6,15,1,23,112.12,-0.48,2.5,1,1,0.546
1149,20060101,6,15,1,24,112.12,-0.48,2.5,1,1,0.546
1150,20060101,6,15,1,30,112.12,-0.48,2.5,1,1,0.546
1151,20060101,6,15,1,34,112.12,-0.48,2.5,1,1,0.546
1152,20060101,6,15,1,35,112.12,-0.48,2.5,1,1,0.546
1153,20060101,6,15,1,39,112.12,-0.48,2.5,1,1,0.546
1154,20060101,6,15,1,46,112.12,-0.48,2.5,1,1,0.546
1155,20060101,6,15,1,47,112.12,-0.48,2.5,1,1,0.546
1156,20070101,6,15,1,6,107.0,-4.57,2.5,1,1,0.358
1157,20070101,6,15,1,7,107.0,-4.57,2.5,1,1,0.358
1158,20070101,6,15,1,8,107.0,-4.57,2.5,1,1,0.358
1159,20070101,6,15,1,9,107.0,-4.57,2.5,1,1,0.358
1160,20070101,6,15,1,14,107.0,-4.57,2.5,1,1,0.358
1161,20070101,6,15,1,20,107.0,-4.57,2.5,1,1,0.358
1162,20070101,6,15,1,21,107.0,-4.57,2.5,1,1,0.358
1163,20070101,6,15,1,23,107.0,-4.57,2.5,1,1,0.358
1164,20070101,6,15,1,24,107.0,-4.57,2.5,1,1,0.358
1165,20070101,6,15,1,30,107.0,-4.57,2.5,1,1,0.358
1166,20070101,6,15,1,34,107.0,-4.57,2.5,1,1,0.358
1167,20070101,6,15,1,35,107.0,-4.57,2.5,1,1,0.358
1168,20070101,6,15,1,39,107.0,-4.57,2.5,1,1,0.358
1169,20070101,6,15,1,46,107.0,-4.57,2.5,1,1,0.358
1170,20070101,6,15,1,47,107.0,-4.57,2.5,1,1,0.358
1171,20080101,6,15,2,6,127.76,19.4,2.5,1,1,0.575
1172,20080101,6,15,2,7,127.76,19.4,2.5,1,1,0.575
1173,20080101,6,15,2,8,127.76,19.4,2.5,1,1,0.575
1174,20080101,6,15,2,9,127.76,19.4,2.5,1,1,0.575
1175,20080101,6,15,2,14,127.76,19.4,2.5,1,1,0.575
1176,20080101,6,15,2,20,127.76,19.4,2.5,1,1,0.575
1177,20080101,6,15,2,21,127.76,19.4,2.5,1,1,0.575
1178,20080101,6,15,2,23,127.76,19.4,2.5,1,1,0.575
1179,20080101,6,15,2,24,127.76,19.4,2.5,1,1,0.575
1180,20080101,6,15,2,30,127.76,19.4,2.5,1,1,0.575
1181,20080101,6,15,2,34,127.76,19.4,2.5,1,1,0.575
1182,20080101,6,15,2,35,127.76,19.4,2.5,1,1,0.575
1183,20080101,6,15,2,39,127.76,19.4,2.5,1,1,0.575
1184,20080101,6,15,2,46,127.76,19.4,2.5,1,1,0.575
1185,20080101,6,15,2,47,127.76,19.4,2.5,1,1,0.575
1186,20090101,6,15,2,6,103.41,-19.06,2.5,1,1,0.3
1187,20090101,6,15,2,7,103.41,-19.06,2.5,1,1,0.3
1188,20090101,6,15,2,8,103.41,-19.06,2.5,1,1,0.3
1189,20090101,6,15,2,9,103.41,-19.06,2.5,1,1,0.3
1190,20090101,6,15,2,14,103.41,-19.06,2.5,1,1,0.3
1191,20090101,6,15,2,20,103.41,-19.06,2.5,1,1,0.3
1192,20090101,6,15,2,21,103.41,-19.06,2.5,1,1,0.3
1193,20090101,6,15,2,23,103.41,-19.06,2.5,1,1,0.3
1194,20090101,6,15,2,24,103.41,-19.06,2.5,1,1,0.3
1195,20090101,6,15,2,30,103.41,-19.06,2.5,1,1,0.3
1196,20090101,6,15,2,34,103.41,-19.06,2.5,1,1,0.3
1197,20090101,6,15,2,35,103.41,-19.06,2.5,1,1,0.3
1198,20090101,6,15,2,39,103.41,-19.06,2.5,1,1,0.3
1199,20090101,6,15,2,46,103.41,-19.06,2.5,1,1,0.3
1200,20090101,6,15,2,47,103.41,-19.06,2.5,1,1,0.3
1201,20100101,6,15,3,6,118.95,15.03,2.5,1,1,0.134
1202,20100101,6,15,3,7,118.95,15.03,2.5,1,1,0.134
1203,20100101,6,15,3,8,118.95,15.03,2.5,1,1,0.134
1204,20100101,6,15,3,9,118.95,15.03,2.5,1,1,0.134
1205,20100101,6,15,3,14,118.95,15.03,2.5,1,1,0.134
1206,20100101,6,15,3,20,118.95,15.03,2.5,1,1,0.134
1207,20100101,6,15,3,21,118.95,15.03,2.5,1,1,0.134
1208,20100101,6,15,3,23,118.95,15.03,2.5,1,1,0.134
1209,20100101,6,15,3,24,118.95,15.03,2.5,1,1,0.134
1210,20100101,6,15,3,30,118.95,15.03,2.5,1,1,0.134
1211,20100101,6,15,3,34,118.95,15.03,2.5,1,1,0.134
1212,20100101,6,15,3,35,118.95,15.03,2.5,1,1,0.134
1213,20100101,6,15,3,39,118.95,15.03,2.5,1,1,0.134
1214,20100101,6,15,3,46,118.95,15.03,2.5,1,1,0.134
1215,20100101,6,15,3,47,118.95,15.03,2.5,1,1,0.134
1216,20110101,6,15,3,6,124.56,4.72,2.5,1,1,0.45
1217,20110101,6,15,3,7,124.56,4.72,2.5,1,1,0.45
1218,20110101,6,15,3,8,124.56,4.72,2.5,1,1,0.45
1219,20110101,6,15,3,9,124.56,4.72,2.5,1,1,0.45
1220,20110101,6,15,3,14,124.56,4.72,2.5,1,1,0.45
1221,20110101,6,15,3,20,124.56,4.72,2.5,1,1,0.45
1222,20110101,6,15,3,21,124.56,4.72,2.5,1,1,0.45
1223,20110101,6,15,3,23,124.56,4.72,2.5,1,1,0.45
1224,20110101,6,15,3,24,124.56,4.72,2.5,1,1,0.45
1225,20110101,6,15,3,30,124.56,4.72,2.5,1,1,0.45
1226,20110101,6,15,3,34,124.56,4.72,2.5,1,1,0.45
1227,20110101,6,15,3,35,124.56,4.72,2.5,1,1,0.45
1228,20110101,6,15,3,39,124.56,4.72,2.5,1,1,0.45
1229,20110101,6,15,3,46,124.56,4.72,2.5,1,1,0.45
1230,20110101,6,15,3,47,124.56,4.72,2.5,1,1,0.45
1231,20120101,6,15,3,6,131.79,5.8,2.5,1,1,0.286
1232,20120101,6,15,3,7,131.79,5.8,2.5,1,1,0.286
1233,20120101,6,15,3,8,131.79,5.8,2.5,1,1,0.286
1234,20120101,6,15,3,9,131.79,5.8,2.5,1,1,0.286
1235,20120101,6,15,3,14,131.79,5.8,2.5,1,1,0.286
1236,20120101,6,15,3,20,131.79,5.8,2.5,1,1,0.286
1237,20120101,6,15,3,21,131.79,5.8,2.5,1,1,0.286
1238,20120101,6,15,3,23,131.79,5.8,2.5,1,1,0.286
1239,20120101,6,15,3,24,131.79,5.8,2.5,1,1,0.286
1240,20120101,6,15,3,30,131.79,5.8,2.5,1,1,0.286
1241,20120101,6,15,3,34,131.79,5.8,2.5,1,1,0.286
1242,20120101,6,15,3,35,131.79,5.8,2.5,1,1,0.286
1243,20120101,6,15,3,39,131.79,5.8,2.5,1,1,0.286
1244,20120101,6,15,3,46,131.79,5.8,2.5,1,1,0.286
1245,20120101,6,15,3,47,131.79,5.8,2.5,1,1,0.286
1246,20130101,6,15,3,6,128.98,-2.13,2.5,1,1,0.326
1247,20130101,6,15,3,7,128.98,-2.13,2.5,1,1,0.326
1248,20130101,6,15,3,8,128.98,-2.13,2.5,1,1,0.326
1249,20130101,6,15,3,9,128.98,-2.13,2.5,1,1,0.326
1250,20130101,6,15,3,14,128.98,-2.13,2.5,1,1,0.326
1251,20130101,6,15,3,20,128.98,-2.13,2.5,1,1,0.326
1252,20130101,6,15,3,21,128.98,-2.13,2.5,1,1,0.326
1253,20130101,6,15,3,23,128.98,-2.13,2.5,1,1,0.326
1254,20130101,6,15,3,24,128.98,-2.13,2.5,1,1,0.326
1255,20130101,6,15,3,30,128.98,-2.13,2.5,1,1,0.326
1256,20130101,6,15,3,34,128.98,-2.13,2.5,1,1,0.326
1257,20130101,6,15,3,35,128.98,-2.13,2.5,1,1,0.326
1258,20130101,6,15,3,39,128.98,-2.13,2.5,1,1,0.326
1259,20130101,6,15,3,46,128.98,-2.13,2.5,1,1,0.326
1260,20130101,6,15,3,47,128.98,-2.13,2.5,1,1,0.326
1261,20140101,6,15,3,6,128.41,-0.44,2.5,1,1,0.489
1262,20140101,6,15,3,7,128.41,-0.44,2.5,1,1,0.489
1263,20140101,6,15,3,8,128.41,-0.44,2.5,1,1,0.489
1264,20140101,6,15,3,9,128.41,-0.44,2.5,1,1,0.489
1265,20140101,6,15,3,14,128.41,-0.44,2.5,1,1,0.489
1266,20140101,6,15,3,20,128.41,-0.44,2.5,1,1,0.489
1267,20140101,6,15,3,21,128.41,-0.44,2.5,1,1,0.489
1268,20140101,6,15,3,23,128.41,-0.44,2.5,1,1,0.489
1269,20140101,6,15,3,24,128.41,-0.44,2.5,1,1,0.489
1270,20140101,6,15,3,30,128.41,-0.44,2.5,1,1,0.489
1271,20140101,6,15,3,34,128.41,-0.44,2.5,1,1,0.489
1272,20140101,6,15,3,35,128.41,-0.44,2.5,1,1,0.489
1273,20140101,6,15,3,39,128.41,-0.44,2.5,1,1,0.489
1274,20140101,6,15,3,46,128.41,-0.44,2.5,1,1,0.489
1275,20140101,6,15,3,47,128.41,-0.44,2.5,1,1,0.489
1276,20150101,6,15,3,6,124.61,-2.96,2.5,1,1,0.479
1277,20150101,6,15,3,7,124.61,-2.96,2.5,1,1,0.479
1278,20150101,6,15,3,8,124.61,-2.96,2.5,1,1,0.479
1279,20150101,6,15,3,9,124.61,-2.96,2.5,1,1,0.479
1280,20150101,6,15,3,14,124.61,-2.96,2.5,1,1,0.479
1281,20150101,6,15,3,20,124.61,-2.96,2.5,1,1,0.479
1282,20150101,6,15,3,21,124.61,-2.96,2.5,1,1,0.479
1283,20150101,6,15,3,23,124.61,-2.96,2.5,1,1,0.479
1284,20150101,6,15,3,24,124.61,-2.96,2.5,1,1,0.479
1285,20150101,6,15,3,30,124.61,-2.96,2.5,1,1,0.479
1286,20150101,6,15,3,34,124.61,-2.96,2.5,1,1,0.479
1287,20150101,6,15,3,35,124.61,-2.96,2.5,1,1,0.479
1288,20150101,6,15,3,39,124.61,-2.96,2.5,1,1,0.479
1289,20150101,6,15,3,46,124.61,-2.96,2.5,1,1,0.479
1290,20150101,6,15,3,47,124.61,-2.96,2.5,1,1,0.479
1291,20160101,6,15,3,6,119.64,-3.99,2.5,1,1,0.429
1292,20160101,6,15,3,7,119.64,-3.99,2.5,1,1,0.429
1293,20160101,6,15,3,8,119.64,-3.99,2.5,1,1,0.429
1294,20160101,6,15,3,9,119.64,-3.99,2.5,1,1,0.429
1295,20160101,6,15,3,14,119.64,-3.99,2.5,1,1,0.429
1296,20160101,6,15,3,20,119.64,-3.99,2.5,1,1,0.429
1297,20160101,6,15,3,21,119.64,-3.99,2.5,1,1,0.429
1298,20160101,6,15,3,23,119.64,-3.99,2.5,1,1,0.429
1299,20160101,6,15,3,24,119.64,-3.99,2.5,1,1,0.429
1300,20160101,6,15,3,30,119.64,-3.99,2.5,1,1,0.429
1301,20160101,6,15,3,34,119.64,-3.99,2.5,1,1,0.429
1302,20160101,6,15,3,35,119.64,-3.99,2.5,1,1,0.429
1303,20160101,6,15,3,39,119.64,-3.99,2.5,1,1,0.429
1304,20160101,6,15,3,46,119.64,-3.99,2.5,1,1,0.429
1305,20160101,6,15,3,47,119.64,-3.99,2.5,1,1,0.429
1306,20170101,6,15,3,6,130.89,9.4,2.5,1,1,0.462
1307,20170101,6,15,3,7,130.89,9.4,2.5,1,1,0.462
1308,20170101,6,15,3,8,130.89,9.4,2.5,1,1,0.462
1309,20170101,6,15,3,9,130.89,9.4,2.5,1,1,0.462
1310,20170101,6,15,3,14,130.89,9.4,2.5,1,1,0.462
1311,20170101,6,15,3,20,130.89,9.4,2.5,1,1,0.462
1312,20170101,6,15,3,21,130.89,9.4,2.5,1,1,0.462
1313,20170101,6,15,3,23,130.89,9.4,2.5,1,1,0.462
1314,20170101,6,15,3,24,130.89,9.4,2.5,1,1,0.462
1315,20170101,6,15,3,30,130.89,9.4,2.5,1,1,0.462
1316,20170101,6,15,3,34,130.89,9.4,2.5,1,1,0.462
1317,20170101,6,15,3,35,130.89,9.4,2.5,1,1,0.462
1318,20170101,6,15,3,39,130.89,9.4,2.5,1,1,0.462
1319,20170101,6,15,3,46,130.89,9.4,2.5,1,1,0.462
1320,20170101,6,15,3,47,130.89,9.4,2.5,1,1,0.462
1321,20180101,6,15,3,6,119.77,-8.5,2.5,1,1,0.325
1322,20180101,6,15,3,7,119.77,-8.5,2.5,1,1,0.325
1323,20180101,6,15,3,8,119.77,-8.5,2.5,1,1,0.325
1324,20180101,6,15,3,9,119.77,-8.5,2.5,1,1,0.325
1325,20180101,6,15,3,14,119.77,-8.5,2.5,1,1,0.325
1326,20180101,6,15,3,20,119.77,-8.5,2.5,1,1,0.325
1327,20180101,6,15,3,21,119.77,-8.5,2.5,1,1,0.325
1328,20180101,6,15,3,23,119.77,-8.5,2.5,1,1,0.325
1329,20180101,6,15,3,24,119.77,-8.5,2.5,1,1,0.325
1330,20180101,6,15,3,30,119.77,-8.5,2.5,1,1,0.325
1331,20180101,6,15,3,34,119.77,-8.5,2.5,1,1,0.325
1332,20180101,6,15,3,35,119.77,-8.5,2.5,1,1,0.325
1333,20180101,6,15,3,39,119.77,-8.5,2.5,1,1,0.325
1334,20180101,6,15,3,46,119.77,-8.5,2.5,1,1,0.325
1335,20180101,6,15,3,47,119.77,-8.5,2.5,1,1,0.325
1336,20190101,6,15,3,6,127.11,6.13,2.5,1,1,0.403
1337,20190101,6,15,3,7,127.11,6.13,2.5,1,1,0.403
1338,20190101,6,15,3,8,127.11,6.13,2.5,1,1,0.403
1339,20190101,6,15,3,9,127.11,6.13,2.5,1,1,0.403
1340,20190101,6,15,3,14,127.11,6.13,2.5,1,1,0.403
1341,20190101,6,15,3,20,127.11,6.13,2.5,1,1,0.403
1342,20190101,6,15,3,21,127.11,6.13,2.5,1,1,0.403
1343,20190101,6,15,3,23,127.11,6.13,2.5,1,1,0.403
1344,20190101,6,15,3,24,127.11,6.13,2.5,1,1,0.403
1345,20190101,6,15,3,30,127.11,6.13,2.5,1,1,0.403
1346,20190101,6,15,3,34,127.11,6.13,2.5,1,1,0.403
1347,20190101,6,15,3,35,127.11,6.13,2.5,1,1,0.403
1348,20190101,6,15,3,39,127.11,6.13,2.5,1,1,0.403
1349,20190101,6,15,3,46,127.11,6.13,2.5,1,1,0.403
1350,20190101,6,15,3,47,127.11,6.13,2.5,1,1,0.403
1351,20200101,6,15,4,6,116.07,-8.69,2.5,1,1,0.522
1352,20200101,6,15,4,7,116.07,-8.69,2.5,1,1,0.522
1353,20200101,6,15,4,8,116.07,-8.69,2.5,1,1,0.522
1354,20200101,6,15,4,9,116.07,-8.69,2.5,1,1,0.522
1355,20200101,6,15,4,14,116.07,-8.69,2.5,1,1,0.522
1356,20200101,6,15,4,20,116.07,-8.69,2.5,1,1,0.522
1357,20200101,6,15,4,21,116.07,-8.69,2.5,1,1,0.522
1358,20200101,6,15,4,23,116.07,-8.69,2.5,1,1,0.522
1359,20200101,6,15,4,24,116.07,-8.69,2.5,1,1,0.522
1360,20200101,6,15,4,30,116.07,-8.69,2.5,1,1,0.522
1361,20200101,6,15,4,34,116.07,-8.69,2.5,1,1,0.522
1362,20200101,6,15,4,35,116.07,-8.69,2.5,1,1,0.522
1363,20200101,6,15,4,39,116.07,-8.69,2.5,1,1,0.522
1364,20200101,6,15,4,46,116.07,-8.69,2.5,1,1,0.522
1365,20200101,6,15,4,47,116.07,-8.69,2.5,1,1,0.522
1366,20210101,6,15,4,6,128.78,10.95,2.5,1,1,0.321
1367,20210101,6,15,4,7,128.78,10.95,2.5,1,1,0.321
1368,20210101,6,15,4,8,128.78,10.95,2.5,1,1,0.321
1369,20210101,6,15,4,9,128.78,10.95,2.5,1,1,0.321
1370,20210101,6,15,4,14,128.78,10.95,2.5,1,1,0.321
1371,20210101,6,15,4,20,128.78,10.95,2.5,1,1,0.321
1372,20210101,6,15,4,21,128.78,10.95,2.5,1,1,0.321
1373,20210101,6,15,4,23,128.78,10.95,2.5,1,1,0.321
1374,20210101,6,15,4,24,128.78,10.95,2.5,1,1,0.321
1375,20210101,6,15,4,30,128.78,10.95,2.5,1,1,0.321
1376,20210101,6,15,4,34,128.78,10.95,2.5,1,1,0.321
1377,20210101,6,15,4,35,128.78,10.95,2.5,1,1,0.321
1378,20210101,6,15,4,39,128.78,10.95,2.5,1,1,0.321
1379,20210101,6,15,4,46,128.78,10.95,2.5,1,1,0.321
1380,20210101,6,15,4,47,128.78,10.95,2.5,1,1,0.321
1381,20220101,6,15,4,6,126.78,-1.55,2.5,1,1,0.425
1382,20220101,6,15,4,7,126.78,-1.55,2.5,1,1,0.425
1383,20220101,6,15,4,8,126.78,-1.55,2.5,1,1,0.425
1384,20220101,6,15,4,9,126.78,-1.55,2.5,1,1,0.425
1385,20220101,6,15,4,14,126.78,-1.55,2.5,1,1,0.425
1386,20220101,6,15,4,20,126.78,-1.55,2.5,1,1,0.425
1387,20220101,6,15,4,21,126.78,-1.55,2.5,1,1,0.425
1388,20220101,6,15,4,23,126.78,-1.55,2.5,1,1,0.425
1389,20220101,6,15,4,24,126.78,-1.55,2.5,1,1,0.425
1390,20220101,6,15,4,30,126.78,-1.55,2.5,1,1,0.425
1391,20220101,6,15,4,34,126.78,-1.55,2.5,1,1,0.425
1392,20220101,6,15,4,35,126.78,-1.55,2.5,1,1,0.425
1393,20220101,6,15,4,39,126.78,-1.55,2.5,1,1,0.425
1394,20220101,6,15,4,46,126.78,-1.55,2.5,1,1,0.425
1395,20220101,6,15,4,47,126.78,-1.55,2.5,1,1,0.425
1396,20230101,6,15,5,6,138.67,9.38,2.5,1,1,0.752
1397,20230101,6,15,5,7,138.67,9.38,2.5,1,1,0.752
1398,20230101,6,15,5,8,138.67,9.38,2.5,1,1,0.752
1399,20230101,6,15,5,9,138.67,9.38,2.5,1,1,0.752
1400,20230101,6,15,5,14,138.67,9.38,2.5,1,1,0.752
1401,20230101,6,15,5,20,138.67,9.38,2.5,1,1,0.752
1402,20230101,6,15,5,21,138.67,9.38,2.5,1,1,0.752
