week_start,year,port,country,region,throughput_teu_mn,vessels_at_anchor,avg_wait_days,congestion_index,port_utilization_pct,berth_delay_hrs,date
2021-11-01,2021,Ningbo,China,Asia,30,42,80.2,2.87,99.0,972.3,2021-11-01
2021-11-08,2021,Ningbo,China,Asia,30,200,373.7,8.0,99.0,4463.6,2021-11-08
2021-11-15,2021,Ningbo,China,Asia,30,56,64.0,2.28,99.0,764.7,2021-11-15
2021-11-22,2021,Ningbo,China,Asia,30,141,163.1,5.82,99.0,1953.9,2021-11-22
2021-11-29,2021,Ningbo,China,Asia,30,44,129.1,4.61,99.0,1552.9,2021-11-29
2021-12-06,2021,Ningbo,China,Asia,30,139,135.1,4.83,99.0,1630.9,2021-12-06
2021-12-13,2021,Ningbo,China,Asia,30,51,81.8,2.92,99.0,984.2,2021-12-13
2021-12-20,2021,Ningbo,China,Asia,30,84,165.3,5.9,99.0,1994.7,2021-12-20
2021-12-27,2021,Ningbo,China,Asia,30,138,201.0,7.18,99.0,2400.0,2021-12-27
2022-01-03,2022,Ningbo,China,Asia,30,35,140.2,5.01,99.0,1687.3,2022-01-03
2022-01-10,2022,Ningbo,China,Asia,30,28,134.6,4.81,99.0,1615.8,2022-01-10
2022-01-17,2022,Ningbo,China,Asia,30,62,87.9,3.14,99.0,1058.3,2022-01-17
2022-01-24,2022,Ningbo,China,Asia,30,13,74.6,2.66,99.0,887.2,2022-01-24
2022-01-31,2022,Ningbo,China,Asia,30,65,107.0,3.82,99.0,1299.4,2022-01-31
2022-02-07,2022,Ningbo,China,Asia,30,35,74.6,2.66,99.0,901.8,2022-02-07
2022-02-14,2022,Ningbo,China,Asia,30,82,136.4,4.87,99.0,1631.3,2022-02-14
2022-02-21,2022,Ningbo,China,Asia,30,88,122.4,4.37,99.0,1455.9,2022-02-21
2022-02-28,2022,Ningbo,China,Asia,30,49,70.8,2.53,99.0,853.7,2022-02-28
2022-03-07,2022,Ningbo,China,Asia,30,45,127.8,4.56,99.0,1524.5,2022-03-07
2022-03-14,2022,Ningbo,China,Asia,30,29,79.5,2.84,99.0,948.1,2022-03-14
2022-03-21,2022,Ningbo,China,Asia,30,36,85.7,3.06,99.0,1025.3,2022-03-21
2022-03-28,2022,Ningbo,China,Asia,30,36,103.1,3.68,99.0,1223.3,2022-03-28
2022-04-04,2022,Ningbo,China,Asia,30,11,58.0,2.07,99.0,704.9,2022-04-04
2022-04-11,2022,Ningbo,China,Asia,30,19,54.4,1.94,99.0,650.6,2022-04-11
2022-04-18,2022,Ningbo,China,Asia,30,49,128.4,4.58,99.0,1552.1,2022-04-18
2022-04-25,2022,Ningbo,China,Asia,30,33,106.7,3.81,99.0,1273.2,2022-04-25
2022-05-02,2022,Ningbo,China,Asia,30,66,105.5,3.77,99.0,1266.9,2022-05-02
2022-05-09,2022,Ningbo,China,Asia,30,57,89.7,3.21,99.0,1080.7,2022-05-09
2022-05-16,2022,Ningbo,China,Asia,30,62,84.9,3.03,99.0,1008.0,2022-05-16
2022-05-23,2022,Ningbo,China,Asia,30,17,35.6,1.27,96.0,430.9,2022-05-23
2022-05-30,2022,Ningbo,China,Asia,30,17,51.5,1.84,99.0,609.3,2022-05-30
2022-06-06,2022,Ningbo,China,Asia,30,37,105.1,3.75,99.0,1266.0,2022-06-06
2022-06-13,2022,Ningbo,China,Asia,30,64,123.7,4.42,99.0,1481.0,2022-06-13
2022-06-20,2022,Ningbo,China,Asia,30,27,112.5,4.02,99.0,1347.4,2022-06-20
2022-06-27,2022,Ningbo,China,Asia,30,22,90.1,3.22,99.0,1085.7,2022-06-27
2022-07-04,2022,Ningbo,China,Asia,30,2,48.1,1.72,99.0,585.8,2022-07-04
2022-07-11,2022,Ningbo,China,Asia,30,17,43.9,1.57,99.0,527.1,2022-07-11
2022-07-18,2022,Ningbo,China,Asia,30,21,40.2,1.44,99.0,473.9,2022-07-18
2022-07-25,2022,Ningbo,China,Asia,30,25,42.0,1.5,99.0,505.0,2022-07-25
2022-08-01,2022,Ningbo,China,Asia,30,19,57.5,2.05,99.0,684.3,2022-08-01
2022-08-08,2022,Ningbo,China,Asia,30,40,49.9,1.78,99.0,611.7,2022-08-08
2022-08-15,2022,Ningbo,China,Asia,30,11,42.5,1.52,99.0,519.0,2022-08-15
2022-08-22,2022,Ningbo,China,Asia,30,11,47.6,1.7,99.0,572.9,2022-08-22
2022-08-29,2022,Ningbo,China,Asia,30,36,33.3,1.19,93.7,399.0,2022-08-29
2022-09-05,2022,Ningbo,China,Asia,30,20,50.9,1.82,99.0,597.5,2022-09-05
2022-09-12,2022,Ningbo,China,Asia,30,25,33.7,1.21,99.0,398.7,2022-09-12
2022-09-19,2022,Ningbo,China,Asia,30,19,30.3,1.08,81.8,360.9,2022-09-19
2022-09-26,2022,Ningbo,China,Asia,30,17,47.1,1.68,99.0,554.2,2022-09-26
2022-10-03,2022,Ningbo,China,Asia,30,1,37.9,1.35,99.0,443.5,2022-10-03
2022-10-10,2022,Ningbo,China,Asia,30,59,57.0,2.03,99.0,685.5,2022-10-10
2022-10-17,2022,Ningbo,China,Asia,30,12,29.7,1.06,90.0,353.0,2022-10-17
2022-10-24,2022,Ningbo,China,Asia,30,9,35.2,1.26,99.0,396.1,2022-10-24
2022-10-31,2022,Ningbo,China,Asia,30,16,33.8,1.21,91.60000000000001,412.9,2022-10-31
2022-11-07,2022,Ningbo,China,Asia,30,7,51.0,1.82,99.0,601.2,2022-11-07
2022-11-14,2022,Ningbo,China,Asia,30,28,52.2,1.86,99.0,622.7,2022-11-14
2022-11-21,2022,Ningbo,China,Asia,30,20,37.5,1.34,99.0,447.9,2022-11-21
2022-11-28,2022,Ningbo,China,Asia,30,6,31.2,1.11,83.6,364.9,2022-11-28
2022-12-05,2022,Ningbo,China,Asia,30,20,34.0,1.22,95.3,424.1,2022-12-05
2022-12-12,2022,Ningbo,China,Asia,30,13,21.7,0.78,60.6,267.5,2022-12-12
2022-12-19,2022,Ningbo,China,Asia,30,20,45.2,1.61,99.0,536.6,2022-12-19
2022-12-26,2022,Ningbo,China,Asia,30,1,44.1,1.57,99.0,528.6,2022-12-26
2023-01-02,2023,Ningbo,China,Asia,30,14,33.5,1.2,92.60000000000001,411.9,2023-01-02
2023-01-09,2023,Ningbo,China,Asia,30,68,84.8,3.03,99.0,1022.9,2023-01-09
2023-01-16,2023,Ningbo,China,Asia,30,12,44.7,1.6,99.0,536.2,2023-01-16
2023-01-23,2023,Ningbo,China,Asia,30,4,46.3,1.65,99.0,559.6,2023-01-23
2023-01-30,2023,Ningbo,China,Asia,30,32,38.2,1.36,99.0,477.1,2023-01-30
2023-02-06,2023,Ningbo,China,Asia,30,0,25.7,0.92,71.39999999999999,299.7,2023-02-06
2023-02-13,2023,Ningbo,China,Asia,30,18,37.4,1.34,99.0,442.4,2023-02-13
2023-02-20,2023,Ningbo,China,Asia,30,17,42.1,1.5,99.0,503.9,2023-02-20
2023-02-27,2023,Ningbo,China,Asia,30,2,29.7,1.06,82.0,346.2,2023-02-27
2023-03-06,2023,Ningbo,China,Asia,30,17,27.0,0.96,68.0,334.9,2023-03-06
2023-03-13,2023,Ningbo,China,Asia,30,19,39.3,1.4,99.0,478.1,2023-03-13
2023-03-20,2023,Ningbo,China,Asia,30,12,37.8,1.35,99.0,439.8,2023-03-20
2023-03-27,2023,Ningbo,China,Asia,30,5,25.1,0.9,71.39999999999999,301.3,2023-03-27
2023-04-03,2023,Ningbo,China,Asia,30,13,49.1,1.75,99.0,588.6,2023-04-03
2023-04-10,2023,Ningbo,China,Asia,30,17,29.9,1.07,82.89999999999999,353.3,2023-04-10
2023-04-17,2023,Ningbo,China,Asia,30,17,38.2,1.36,99.0,455.0,2023-04-17
2023-04-24,2023,Ningbo,China,Asia,30,14,27.3,0.97,72.8,319.1,2023-04-24
2023-05-01,2023,Ningbo,China,Asia,30,24,35.6,1.27,99.0,422.8,2023-05-01
2023-05-08,2023,Ningbo,China,Asia,30,21,32.8,1.17,81.69999999999999,399.6,2023-05-08
2023-05-15,2023,Ningbo,China,Asia,30,3,23.7,0.84,63.800000000000004,301.3,2023-05-15
2023-05-22,2023,Ningbo,China,Asia,30,38,57.5,2.05,99.0,674.9,2023-05-22
2023-05-29,2023,Ningbo,China,Asia,30,14,39.3,1.4,99.0,472.9,2023-05-29
2023-06-05,2023,Ningbo,China,Asia,30,24,33.6,1.2,85.8,403.8,2023-06-05
2023-06-12,2023,Ningbo,China,Asia,30,12,30.3,1.08,85.7,355.1,2023-06-12
2023-06-19,2023,Ningbo,China,Asia,30,17,39.4,1.41,99.0,468.8,2023-06-19
2023-06-26,2023,Ningbo,China,Asia,30,11,36.4,1.3,99.0,434.1,2023-06-26
2023-07-03,2023,Ningbo,China,Asia,30,29,32.4,1.16,92.0,386.2,2023-07-03
2023-07-10,2023,Ningbo,China,Asia,30,9,39.2,1.4,99.0,467.8,2023-07-10
2023-07-17,2023,Ningbo,China,Asia,30,16,27.7,0.99,75.1,329.2,2023-07-17
2023-07-24,2023,Ningbo,China,Asia,30,40,32.8,1.17,88.7,376.9,2023-07-24
2023-07-31,2023,Ningbo,China,Asia,30,17,25.3,0.9,75.9,298.6,2023-07-31
2023-08-07,2023,Ningbo,China,Asia,30,35,52.0,1.86,99.0,622.4,2023-08-07
2023-08-14,2023,Ningbo,China,Asia,30,28,39.5,1.41,99.0,469.1,2023-08-14
2023-08-21,2023,Ningbo,China,Asia,30,36,36.2,1.29,99.0,441.2,2023-08-21
2023-08-28,2023,Ningbo,China,Asia,30,24,43.3,1.54,99.0,526.3,2023-08-28
2023-09-04,2023,Ningbo,China,Asia,30,25,45.2,1.62,99.0,545.9,2023-09-04
2023-09-11,2023,Ningbo,China,Asia,30,15,37.2,1.33,99.0,433.7,2023-09-11
2023-09-18,2023,Ningbo,China,Asia,30,13,48.0,1.72,99.0,596.9,2023-09-18
2023-09-25,2023,Ningbo,China,Asia,30,9,29.7,1.06,82.69999999999999,349.8,2023-09-25
2023-10-02,2023,Ningbo,China,Asia,30,17,47.1,1.68,99.0,555.1,2023-10-02
2023-10-09,2023,Ningbo,China,Asia,30,10,24.1,0.86,60.699999999999996,300.9,2023-10-09
2023-10-16,2023,Ningbo,China,Asia,30,6,25.8,0.92,73.5,304.7,2023-10-16
2023-10-23,2023,Ningbo,China,Asia,30,26,25.9,0.92,68.0,308.7,2023-10-23
2023-10-30,2023,Ningbo,China,Asia,30,24,35.9,1.28,99.0,423.8,2023-10-30
2023-11-06,2023,Ningbo,China,Asia,30,15,34.8,1.24,99.0,408.7,2023-11-06
2023-11-13,2023,Ningbo,China,Asia,30,19,62.6,2.24,99.0,741.9,2023-11-13
2023-11-20,2023,Ningbo,China,Asia,30,7,27.3,0.98,72.2,324.5,2023-11-20
2023-11-27,2023,Ningbo,China,Asia,30,19,29.6,1.06,79.3,347.9,2023-11-27
2023-12-04,2023,Ningbo,China,Asia,30,25,34.3,1.22,96.3,410.3,2023-12-04
2023-12-11,2023,Ningbo,China,Asia,30,5,26.4,0.94,68.5,327.4,2023-12-11
2023-12-18,2023,Ningbo,China,Asia,30,12,43.2,1.54,99.0,511.3,2023-12-18
2023-12-25,2023,Ningbo,China,Asia,30,18,30.3,1.08,83.2,380.1,2023-12-25
2024-01-01,2024,Ningbo,China,Asia,30,42,51.7,1.85,99.0,616.6,2024-01-01
2024-01-08,2024,Ningbo,China,Asia,30,18,43.9,1.57,99.0,529.9,2024-01-08
2024-01-15,2024,Ningbo,China,Asia,30,21,40.4,1.44,99.0,472.8,2024-01-15
2024-01-22,2024,Ningbo,China,Asia,30,27,59.8,2.14,99.0,712.1,2024-01-22
2024-01-29,2024,Ningbo,China,Asia,30,16,25.0,0.89,65.5,301.5,2024-01-29
2024-02-05,2024,Ningbo,China,Asia,30,16,50.2,1.79,99.0,591.8,2024-02-05
2024-02-12,2024,Ningbo,China,Asia,30,39,34.3,1.22,98.7,409.5,2024-02-12
2024-02-19,2024,Ningbo,China,Asia,30,15,32.4,1.16,90.9,385.9,2024-02-19
2024-02-26,2024,Ningbo,China,Asia,30,11,43.2,1.54,99.0,520.8,2024-02-26
2024-03-04,2024,Ningbo,China,Asia,30,19,28.2,1.01,78.60000000000001,324.0,2024-03-04
2024-03-11,2024,Ningbo,China,Asia,30,3,38.8,1.39,99.0,464.2,2024-03-11
2024-03-18,2024,Ningbo,China,Asia,30,46,60.0,2.14,99.0,704.3,2024-03-18
2024-03-25,2024,Ningbo,China,Asia,30,6,31.3,1.12,94.5,375.4,2024-03-25
2024-04-01,2024,Ningbo,China,Asia,30,20,47.7,1.7,99.0,572.5,2024-04-01
2024-04-08,2024,Ningbo,China,Asia,30,28,49.8,1.78,99.0,611.1,2024-04-08
2024-04-15,2024,Ningbo,China,Asia,30,13,35.1,1.25,86.5,426.6,2024-04-15
2024-04-22,2024,Ningbo,China,Asia,30,20,38.8,1.38,99.0,460.6,2024-04-22
2024-04-29,2024,Ningbo,China,Asia,30,21,34.5,1.23,98.6,411.7,2024-04-29
2024-05-06,2024,Ningbo,China,Asia,30,23,47.9,1.71,99.0,576.6,2024-05-06
2024-05-13,2024,Ningbo,China,Asia,30,15,26.9,0.96,68.8,314.7,2024-05-13
2024-05-20,2024,Ningbo,China,Asia,30,10,22.8,0.81,70.0,272.9,2024-05-20
2024-05-27,2024,Ningbo,China,Asia,30,48,44.4,1.59,99.0,526.6,2024-05-27
2024-06-03,2024,Ningbo,China,Asia,30,16,32.3,1.15,87.5,383.2,2024-06-03
2024-06-10,2024,Ningbo,China,Asia,30,36,48.4,1.73,99.0,573.7,2024-06-10
2024-06-17,2024,Ningbo,China,Asia,30,21,33.7,1.2,98.3,425.5,2024-06-17
2024-06-24,2024,Ningbo,China,Asia,30,13,33.6,1.2,96.1,398.3,2024-06-24
2024-07-01,2024,Ningbo,China,Asia,30,14,36.5,1.3,91.2,438.8,2024-07-01
2024-07-08,2024,Ningbo,China,Asia,30,29,36.1,1.29,99.0,423.3,2024-07-08
2024-07-15,2024,Ningbo,China,Asia,30,0,35.4,1.27,93.89999999999999,430.3,2024-07-15
2024-07-22,2024,Ningbo,China,Asia,30,25,35.5,1.27,91.10000000000001,424.4,2024-07-22
2024-07-29,2024,Ningbo,China,Asia,30,24,33.6,1.2,96.2,407.9,2024-07-29
2024-08-05,2024,Ningbo,China,Asia,30,22,55.6,1.98,99.0,658.4,2024-08-05
2024-08-12,2024,Ningbo,China,Asia,30,19,28.8,1.03,74.3,350.7,2024-08-12
2024-08-19,2024,Ningbo,China,Asia,30,29,38.8,1.38,99.0,465.6,2024-08-19
2024-08-26,2024,Ningbo,China,Asia,30,14,42.9,1.53,99.0,518.9,2024-08-26
2024-09-02,2024,Ningbo,China,Asia,30,14,37.5,1.34,99.0,463.0,2024-09-02
2024-09-09,2024,Ningbo,China,Asia,30,12,33.8,1.21,87.4,405.7,2024-09-09
2024-09-16,2024,Ningbo,China,Asia,30,31,44.5,1.59,99.0,542.1,2024-09-16
2024-09-23,2024,Ningbo,China,Asia,30,35,45.4,1.62,99.0,557.1,2024-09-23
2024-09-30,2024,Ningbo,China,Asia,30,6,36.2,1.29,99.0,441.0,2024-09-30
2024-10-07,2024,Ningbo,China,Asia,30,45,56.0,2.0,99.0,676.5,2024-10-07
2024-10-14,2024,Ningbo,China,Asia,30,6,40.0,1.43,99.0,475.8,2024-10-14
2024-10-21,2024,Ningbo,China,Asia,30,20,39.8,1.42,99.0,477.4,2024-10-21
2024-10-28,2024,Ningbo,China,Asia,30,0,47.7,1.71,99.0,582.6,2024-10-28
2024-11-04,2024,Ningbo,China,Asia,30,41,60.3,2.15,99.0,725.2,2024-11-04
2024-11-11,2024,Ningbo,China,Asia,30,23,37.8,1.35,99.0,447.6,2024-11-11
2024-11-18,2024,Ningbo,China,Asia,30,7,33.2,1.19,94.69999999999999,398.8,2024-11-18
2024-11-25,2024,Ningbo,China,Asia,30,12,34.5,1.23,98.2,420.7,2024-11-25
2024-12-02,2024,Ningbo,China,Asia,30,5,28.5,1.02,83.2,330.9,2024-12-02
2024-12-09,2024,Ningbo,China,Asia,30,39,43.3,1.55,99.0,526.0,2024-12-09
2024-12-16,2024,Ningbo,China,Asia,30,47,45.1,1.61,99.0,537.8,2024-12-16
2024-12-23,2024,Ningbo,China,Asia,30,19,46.7,1.67,99.0,560.4,2024-12-23
2024-12-30,2024,Ningbo,China,Asia,30,16,39.1,1.4,99.0,464.4,2024-12-30
2019-01-07,2019,Shenzhen,China,Asia,28,8,27.1,1.04,85.1,330.2,2019-01-07
2019-01-14,2019,Shenzhen,China,Asia,28,6,30.7,1.18,85.2,367.9,2019-01-14
2019-01-21,2019,Shenzhen,China,Asia,28,32,40.2,1.54,99.0,485.3,2019-01-21
2019-01-28,2019,Shenzhen,China,Asia,28,4,29.0,1.12,92.5,346.6,2019-01-28
2019-02-04,2019,Shenzhen,China,Asia,28,12,25.6,0.99,81.5,301.7,2019-02-04
2019-02-11,2019,Shenzhen,China,Asia,28,11,20.1,0.77,52.2,239.1,2019-02-11
2019-02-18,2019,Shenzhen,China,Asia,28,20,31.1,1.19,97.39999999999999,377.8,2019-02-18
2019-02-25,2019,Shenzhen,China,Asia,28,13,37.3,1.44,99.0,444.4,2019-02-25
2019-03-04,2019,Shenzhen,China,Asia,28,14,30.0,1.15,96.89999999999999,355.9,2019-03-04
2019-03-11,2019,Shenzhen,China,Asia,28,20,32.1,1.23,96.2,389.7,2019-03-11
2019-03-18,2019,Shenzhen,China,Asia,28,15,27.0,1.04,80.30000000000001,318.9,2019-03-18
2019-03-25,2019,Shenzhen,China,Asia,28,1,24.7,0.95,77.5,286.8,2019-03-25
2019-04-01,2019,Shenzhen,China,Asia,28,16,25.2,0.97,78.9,287.8,2019-04-01
2019-04-08,2019,Shenzhen,China,Asia,28,15,25.6,0.99,77.10000000000001,318.5,2019-04-08
2019-04-15,2019,Shenzhen,China,Asia,28,0,23.0,0.88,72.2,271.5,2019-04-15
2019-04-22,2019,Shenzhen,China,Asia,28,9,20.0,0.77,64.8,229.6,2019-04-22
2019-04-29,2019,Shenzhen,China,Asia,28,10,36.9,1.42,99.0,433.2,2019-04-29
2019-05-06,2019,Shenzhen,China,Asia,28,12,26.2,1.01,72.5,336.6,2019-05-06
2019-05-13,2019,Shenzhen,China,Asia,28,9,24.1,0.93,76.3,304.2,2019-05-13
2019-05-20,2019,Shenzhen,China,Asia,28,6,30.8,1.18,93.2,354.4,2019-05-20
2019-05-27,2019,Shenzhen,China,Asia,28,2,29.8,1.14,86.1,357.2,2019-05-27
2019-06-03,2019,Shenzhen,China,Asia,28,12,27.8,1.07,89.5,339.3,2019-06-03
2019-06-10,2019,Shenzhen,China,Asia,28,5,28.6,1.1,92.7,337.3,2019-06-10
2019-06-17,2019,Shenzhen,China,Asia,28,33,33.7,1.3,99.0,413.2,2019-06-17
2019-06-24,2019,Shenzhen,China,Asia,28,7,16.4,0.63,53.5,203.9,2019-06-24
2019-07-01,2019,Shenzhen,China,Asia,28,9,21.7,0.83,54.800000000000004,263.1,2019-07-01
2019-07-08,2019,Shenzhen,China,Asia,28,15,19.6,0.75,63.5,231.4,2019-07-08
2019-07-15,2019,Shenzhen,China,Asia,28,12,28.1,1.08,85.3,328.2,2019-07-15
2019-07-22,2019,Shenzhen,China,Asia,28,2,28.5,1.1,78.3,341.6,2019-07-22
2019-07-29,2019,Shenzhen,China,Asia,28,14,25.2,0.97,73.0,317.4,2019-07-29
2019-08-05,2019,Shenzhen,China,Asia,28,14,26.6,1.02,80.7,327.6,2019-08-05
2019-08-12,2019,Shenzhen,China,Asia,28,17,28.3,1.09,88.0,325.6,2019-08-12
2019-08-19,2019,Shenzhen,China,Asia,28,9,19.9,0.76,58.9,243.3,2019-08-19
2019-08-26,2019,Shenzhen,China,Asia,28,16,26.1,1.0,73.3,312.9,2019-08-26
2019-09-02,2019,Shenzhen,China,Asia,28,12,21.3,0.82,56.3,257.9,2019-09-02
2019-09-09,2019,Shenzhen,China,Asia,28,8,20.9,0.8,66.2,252.1,2019-09-09
2019-09-16,2019,Shenzhen,China,Asia,28,6,20.3,0.78,54.900000000000006,230.2,2019-09-16
2019-09-23,2019,Shenzhen,China,Asia,28,16,26.5,1.02,81.2,322.4,2019-09-23
2019-09-30,2019,Shenzhen,China,Asia,28,11,26.0,1.0,73.6,307.9,2019-09-30
2019-10-07,2019,Shenzhen,China,Asia,28,6,21.3,0.82,64.3,255.0,2019-10-07
2019-10-14,2019,Shenzhen,China,Asia,28,6,41.2,1.58,99.0,482.7,2019-10-14
2019-10-21,2019,Shenzhen,China,Asia,28,10,24.5,0.94,77.0,290.8,2019-10-21
2019-10-28,2019,Shenzhen,China,Asia,28,9,25.3,0.97,70.19999999999999,298.0,2019-10-28
2019-11-04,2019,Shenzhen,China,Asia,28,12,24.6,0.94,75.9,292.8,2019-11-04
2019-11-11,2019,Shenzhen,China,Asia,28,1,25.0,0.96,77.3,294.9,2019-11-11
2019-11-18,2019,Shenzhen,China,Asia,28,24,29.1,1.12,86.5,340.8,2019-11-18
2019-11-25,2019,Shenzhen,China,Asia,28,15,25.9,1.0,76.5,306.7,2019-11-25
2019-12-02,2019,Shenzhen,China,Asia,28,17,28.3,1.09,83.5,326.3,2019-12-02
2019-12-09,2019,Shenzhen,China,Asia,28,8,27.8,1.07,84.39999999999999,335.3,2019-12-09
2019-12-16,2019,Shenzhen,China,Asia,28,10,19.6,0.75,60.8,240.1,2019-12-16
2019-12-23,2019,Shenzhen,China,Asia,28,0,26.5,1.02,84.5,320.8,2019-12-23
2019-12-30,2019,Shenzhen,China,Asia,28,6,21.7,0.83,66.0,265.9,2019-12-30
2020-01-06,2020,Shenzhen,China,Asia,28,17,24.2,0.93,65.3,281.6,2020-01-06
2020-01-13,2020,Shenzhen,China,Asia,28,5,19.1,0.73,63.3,245.4,2020-01-13
2020-01-20,2020,Shenzhen,China,Asia,28,9,26.9,1.04,79.9,327.0,2020-01-20
2020-01-27,2020,Shenzhen,China,Asia,28,7,20.6,0.79,67.4,238.4,2020-01-27
2020-02-03,2020,Shenzhen,China,Asia,28,11,23.2,0.89,70.8,273.8,2020-02-03
2020-02-10,2020,Shenzhen,China,Asia,28,17,26.3,1.01,86.8,314.6,2020-02-10
2020-02-17,2020,Shenzhen,China,Asia,28,22,25.8,0.99,75.3,299.5,2020-02-17
2020-02-24,2020,Shenzhen,China,Asia,28,20,27.0,1.04,82.39999999999999,323.2,2020-02-24
2020-03-02,2020,Shenzhen,China,Asia,28,10,20.9,0.8,67.7,241.2,2020-03-02
2020-03-09,2020,Shenzhen,China,Asia,28,10,25.1,0.96,72.39999999999999,302.7,2020-03-09
2020-03-16,2020,Shenzhen,China,Asia,28,16,27.8,1.07,79.5,320.3,2020-03-16
2020-03-23,2020,Shenzhen,China,Asia,28,10,27.0,1.04,88.5,339.6,2020-03-23
2020-03-30,2020,Shenzhen,China,Asia,28,9,35.0,1.35,99.0,427.5,2020-03-30
2020-04-06,2020,Shenzhen,China,Asia,28,29,72.6,2.79,99.0,871.8,2020-04-06
2020-04-13,2020,Shenzhen,China,Asia,28,6,60.1,2.31,99.0,719.5,2020-04-13
2020-04-20,2020,Shenzhen,China,Asia,28,37,66.5,2.56,99.0,797.9,2020-04-20
2020-04-27,2020,Shenzhen,China,Asia,28,32,73.3,2.82,99.0,883.7,2020-04-27
2020-05-04,2020,Shenzhen,China,Asia,28,7,45.4,1.75,99.0,547.0,2020-05-04
2020-05-11,2020,Shenzhen,China,Asia,28,0,56.2,2.16,99.0,683.9,2020-05-11
2020-05-18,2020,Shenzhen,China,Asia,28,23,50.5,1.94,99.0,612.8,2020-05-18
2020-05-25,2020,Shenzhen,China,Asia,28,0,78.6,3.02,99.0,948.5,2020-05-25
2020-06-01,2020,Shenzhen,China,Asia,28,36,121.1,4.66,99.0,1453.1,2020-06-01
2020-06-08,2020,Shenzhen,China,Asia,28,35,53.3,2.05,99.0,638.6,2020-06-08
2020-06-15,2020,Shenzhen,China,Asia,28,33,53.8,2.07,99.0,643.3,2020-06-15
2020-06-22,2020,Shenzhen,China,Asia,28,64,79.0,3.04,99.0,946.5,2020-06-22
2020-06-29,2020,Shenzhen,China,Asia,28,14,30.5,1.17,88.3,364.4,2020-06-29
2020-07-06,2020,Shenzhen,China,Asia,28,23,47.3,1.82,99.0,557.5,2020-07-06
2020-07-13,2020,Shenzhen,China,Asia,28,21,83.5,3.21,99.0,1009.7,2020-07-13
2020-07-20,2020,Shenzhen,China,Asia,28,53,76.1,2.93,99.0,919.3,2020-07-20
2020-07-27,2020,Shenzhen,China,Asia,28,52,87.4,3.36,99.0,1044.1,2020-07-27
2020-08-03,2020,Shenzhen,China,Asia,28,24,71.3,2.74,99.0,855.2,2020-08-03
2020-08-10,2020,Shenzhen,China,Asia,28,46,59.4,2.28,99.0,713.8,2020-08-10
2020-08-17,2020,Shenzhen,China,Asia,28,9,75.8,2.91,99.0,916.0,2020-08-17
2020-08-24,2020,Shenzhen,China,Asia,28,51,59.0,2.27,99.0,694.6,2020-08-24
2020-08-31,2020,Shenzhen,China,Asia,28,52,72.9,2.8,99.0,877.9,2020-08-31
2020-09-07,2020,Shenzhen,China,Asia,28,21,72.4,2.78,99.0,869.8,2020-09-07
2020-09-14,2020,Shenzhen,China,Asia,28,15,75.9,2.92,99.0,908.8,2020-09-14
2020-09-21,2020,Shenzhen,China,Asia,28,32,65.6,2.52,99.0,797.1,2020-09-21
2020-09-28,2020,Shenzhen,China,Asia,28,21,49.2,1.89,99.0,584.9,2020-09-28
2020-10-05,2020,Shenzhen,China,Asia,28,39,67.6,2.6,99.0,815.0,2020-10-05
2020-10-12,2020,Shenzhen,China,Asia,28,33,108.2,4.16,99.0,1290.6,2020-10-12
2020-10-19,2020,Shenzhen,China,Asia,28,12,46.9,1.8,99.0,572.2,2020-10-19
2020-10-26,2020,Shenzhen,China,Asia,28,57,91.8,3.53,99.0,1099.2,2020-10-26
2020-11-02,2020,Shenzhen,China,Asia,28,27,35.5,1.36,99.0,419.5,2020-11-02
2020-11-09,2020,Shenzhen,China,Asia,28,32,67.6,2.6,99.0,802.2,2020-11-09
2020-11-16,2020,Shenzhen,China,Asia,28,43,57.7,2.22,99.0,685.5,2020-11-16
2020-11-23,2020,Shenzhen,China,Asia,28,11,39.8,1.53,99.0,480.3,2020-11-23
2020-11-30,2020,Shenzhen,China,Asia,28,0,45.5,1.75,99.0,538.9,2020-11-30
2020-12-07,2020,Shenzhen,China,Asia,28,22,71.2,2.74,99.0,855.0,2020-12-07
2020-12-14,2020,Shenzhen,China,Asia,28,80,117.4,4.51,99.0,1411.4,2020-12-14
2020-12-21,2020,Shenzhen,China,Asia,28,7,34.2,1.32,92.60000000000001,424.5,2020-12-21
2020-12-28,2020,Shenzhen,China,Asia,28,54,91.5,3.52,99.0,1085.6,2020-12-28
2021-01-04,2021,Shenzhen,China,Asia,28,101,106.7,4.11,99.0,1276.3,2021-01-04
2021-01-11,2021,Shenzhen,China,Asia,28,48,57.7,2.22,99.0,678.1,2021-01-11
2021-01-18,2021,Shenzhen,China,Asia,28,14,80.5,3.1,99.0,967.8,2021-01-18
2021-01-25,2021,Shenzhen,China,Asia,28,66,95.3,3.66,99.0,1151.8,2021-01-25
2021-02-01,2021,Shenzhen,China,Asia,28,127,101.0,3.88,99.0,1204.9,2021-02-01
2021-02-08,2021,Shenzhen,China,Asia,28,34,77.3,2.97,99.0,929.8,2021-02-08
2021-02-15,2021,Shenzhen,China,Asia,28,29,54.4,2.09,99.0,649.5,2021-02-15
2021-02-22,2021,Shenzhen,China,Asia,28,159,148.4,5.71,99.0,1779.6,2021-02-22
2021-03-01,2021,Shenzhen,China,Asia,28,24,87.2,3.36,99.0,1053.4,2021-03-01
